N-gramm,Count
bedchamber,5
fam,5
amount,5
theft,5
eunuch,5
division,5
flows,5
solicit,5
lastly,5
egg,5
deserts,5
adversity,5
riot,5
griev,5
humility,5
chaff,5
rooted,5
author,5
cordial,5
humorous,5
prop,5
worser,5
receipt,5
great'st,5
overthrown,5
disfigure,5
detain,5
transformed,5
travail,5
barbarous,5
doctrine,5
costly,5
truant,5
fashions,5
bauble,5
fruitful,5
leading,5
plight,5
cutting,5
disaster,5
oyster,5
wipe,5
impeach,5
o'erlook,5
malady,5
bower,5
grim,5
indian,5
offering,5
violets,5
baser,5
howsoever,5
stool,5
parties,5
holiday,5
wanting,5
enforced,5
brothel,5
spaniard,5
commendable,5
skirts,5
statutes,5
dere,5
deserving,5
wealthy,5
truce,5
deaths,5
chink,5
grease,5
vail,5
digest,5
unlawful,5
spied,5
enrich,5
toe,5
shepherds,5
corrupted,5
snake,5
frost,5
affair,5
dutchman,5
cake,5
excepted,5
pictures,5
frighted,5
grand,5
whereupon,5
allay,5
'his,5
lambs,5
interim,5
arrows,5
breathes,5
appointment,5
caper,5
scale,5
forlorn,5
buys,5
december,5
disobedience,5
urging,5
freeze,5
jolly,5
hog,5
ingratitude,5
avouch,5
treble,5
helps,5
axe,5
slack,5
turf,5
construe,5
wales,5
blemish,5
possessed,5
consequence,5
dreaming,5
claims,5
finer,5
gear,5
muse,5
balance,5
resides,5
swallow,5
sweetheart,5
dishes,5
miscarried,5
rheum,5
venetian,5
occupation,5
cures,5
ague,5
gratify,5
bulk,5
mire,5
expressly,5
heal,5
promising,5
embracing,5
helm,5
rais,5
freshly,5
shroud,5
compound,5
washed,5
graves,5
nightingale,5
bags,5
ache,5
frowning,5
—it,5
require,5
apparent,5
whoever,5
knots,5
infamy,5
'out,5
substitute,5
spider,5
'he,5
torch,5
robert,5
caitiff,5
deriv,5
ghosts,5
ginger,5
sinister,5
dirt,5
m,5
burial,5
—who,5
curs,5
spices,5
wave,5
relent,5
idol,5
afar,5
fantasy,5
debate,5
extort,5
display,5
stomachs,5
groves,5
rivals,5
easier,5
augustus,5
parcel,5
emulation,5
boats,5
courtly,5
descent,5
scour,5
hatches,5
bias,5
forsake,5
lamentable,5
gaping,5
retires,5
ominous,5
purchas,5
continuance,5
confiscate,5
idiot,5
rusty,5
nymph,5
sequent,5
crystal,5
marr,5
dissuade,5
sustain,5
helping,5
holp,5
viands,5
stealth,5
philip,5
dally,5
precedent,5
sinful,5
pauca,5
penetrate,5
compell,5
feasts,5
smack,5
desolation,5
falcon,5
sprites,5
shining,5
multitude,5
plucked,5
troubles,5
signs,5
tinker,5
corse,5
downright,5
property,5
shakes,5
sanctity,5
derision,5
eating,5
generous,5
mum,5
woos,5
threaten,5
slippery,5
mast,5
dotes,5
civility,5
formal,5
leather,5
neapolitan,5
saves,5
craves,5
tyrus,5
fall'n,5
precise,5
—give,5
feature,5
figures,5
privately,5
quantity,5
maccabæus,5
wedlock,5
helicane,5
joan,5
executioner,5
vineyard,5
marseilles,5
implore,5
sleepy,5
industry,5
jesting,5
exact,5
bows,5
boon,5
ducat,5
aweary,5
stabs,5
sugar,5
lowly,5
con,5
sauce,5
unwillingly,5
bran,5
railing,5
feign,5
neglected,5
believ,5
utmost,5
athwart,5
lik,5
pulls,5
discovers,5
encounters,5
severe,5
dart,5
ages,5
oppos,5
joints,5
chins,4
brawling,4
apprehension,4
patched,4
assembly,4
expound,4
violence,4
goblins,4
mingle,4
—when,4
ill-favour,4
listen,4
earnestly,4
negligent,4
doricles,4
rebuke,4
martext,4
heap,4
embracements,4
animals,4
distant,4
sealed,4
usage,4
goats,4
slightly,4
particulars,4
covered,4
compel,4
mary,4
palate,4
—do,4
dishonesty,4
corruption,4
hogshead,4
requires,4
sergeant,4
snuff,4
manifested,4
relief,4
betroth,4
pigeons,4
accost,4
strait,4
a-birding,4
refus,4
protect,4
alehouse,4
cod-piece,4
harder,4
grandfather,4
approv,4
antique,4
allied,4
nursery,4
resolute,4
alarums,4
eminent,4
straightway,4
stalk,4
castle,4
displeas,4
currish,4
wilful,4
courtship,4
foil,4
warning,4
bode,4
bitterness,4
conspiracy,4
linger,4
forgiveness,4
portion,4
know't,4
transported,4
dined,4
humbled,4
refresh,4
sol,4
ecstasy,4
railed,4
'greed,4
mannerly,4
grievous,4
courageous,4
'scaped,4
cram,4
proclaims,4
abuses,4
wheels,4
stumble,4
guides,4
scatter,4
quote,4
pranks,4
plants,4
mature,4
forced,4
idleness,4
deceiving,4
floor,4
mutiny,4
lovest,4
roots,4
guts,4
od,4
thicket,4
—hath,4
wheel,4
te,4
cipher,4
bear'st,4
non,4
equally,4
cloister,4
sisterhood,4
frogmore,4
unruly,4
stature,4
remote,4
skip,4
bully-rook,4
ambles,4
entrap,4
admired,4
moon-calf,4
ambassador,4
lily,4
rivers,4
mi,4
affords,4
trib,4
nonny,4
luke,4
bonny,4
punished,4
cassibelan,4
tired,4
cured,4
'is,4
ordinary,4
afflict,4
offers,4
crowned,4
liveries,4
skins,4
blossom,4
rudeness,4
calumny,4
rages,4
pageants,4
pig,4
woful,4
forestall,4
seasons,4
indies,4
mated,4
sconce,4
travellers,4
badge,4
brew,4
doe,4
gardon,4
argosy,4
footman,4
haunts,4
drab,4
pestilence,4
boughs,4
swoons,4
imagin,4
cow,4
uttermost,4
solely,4
expos,4
sighing,4
blowing,4
reliev,4
climate,4
triumphs,4
winged,4
gratis,4
liar,4
'here,4
swiftly,4
holly,4
venerable,4
ooze,4
cherry,4
gild,4
yesternight,4
hag,4
spectacles,4
wive,4
thrifty,4
mate,4
instances,4
engine,4
plainness,4
vulcan,4
invited,4
comfortable,4
emulous,4
barks,4
mortals,4
claribel,4
trespass,4
bounteous,4
inconstant,4
spotted,4
circle,4
priests,4
constantly,4
raiment,4
reproach,4
blacker,4
cheerly,4
smart,4
papers,4
clothe,4
paying,4
rent,4
worldly,4
hymn,4
sentences,4
—he,4
practis,4
idolatry,4
strains,4
almighty,4
'tween,4
diligent,4
approaches,4
wheresoe'er,4
abundance,4
quince-prologue,4
betters,4
empire,4
graze,4
guiltless,4
halting,4
—let,4
contrive,4
coach,4
bravery,4
lewd,4
basest,4
mutually,4
swelling,4
eggs,4
conception,4
redemption,4
ebb,4
lioness,4
follower,4
lamentation,4
licence,4
eloquence,4
bethought,4
hoop,4
control,4
sullen,4
lament,4
seb,4
male,4
—then,4
thaw,4
credo,4
purgation,4
aqua-vitæ,4
scold,4
yet—,4
void,4
retort,4
haud,4
poesy,4
keep'st,4
pie,4
fishes,4
denying,4
stewed,4
objects,4
usurer,4
pard,4
obstruction,4
garland,4
willow,4
plantain,4
sayings,4
jester,4
priz,4
ounce,4
pattern,4
hastily,4
brands,4
cheap,4
converted,4
customers,4
profits,4
descended,4
element,4
entreaties,4
soften,4
pythagoras,4
talks,4
bending,4
warrior,4
events,4
admire,4
damask,4
skull,4
chances,4
smother,4
businesses,4
composition,4
harpy,4
true-love,4
merchandise,4
horrible,4
proceedings,4
brooch,4
cope,4
damnation,4
confederates,4
wolves,4
spheres,4
chambers,4
extremest,4
wring,4
create,4
canker,4
building,4
leander,4
thorn,4
hypocrite,4
beggary,4
obscure,4
ungentle,4
sawest,4
phrygian,4
'thus,4
infallible,4
sow,4
philosopher,4
rises,4
odorous,4
gesture,4
carve,4
ben,4
demanded,4
pages,4
determine,4
ewer,4
confounds,4
receiving,4
hart,4
hasty,4
bites,4
'this,4
blench,4
mounted,4
varrius,4
iniquity,4
autumn,4
rams,4
ding,4
brooks,4
saving,4
entreaty,4
nonino,4
hight,4
ruled,4
wrangle,4
intends,4
hearty,4
tribe,4
'god,4
despised,4
ravished,4
unclean,4
vicar,4
across,4
cog,4
balm,4
throng,4
sinewy,4
tables,4
influence,4
peck,4
muster,4
hurried,4
restrained,4
planet,4
spacious,4
gentleman-like,4
whelp,4
confirmation,4
authors,4
fatal,4
swerve,4
sharply,4
wretches,4
reprieve,4
catches,4
discipline,4
eel,4
borrows,4
stings,4
crossed,4
importun,4
translated,4
bondman,4
liv'st,4
abode,4
discontent,4
'she,4
mischance,4
checks,4
arming,4
dedicate,4
greyhound,4
troops,4
dangers,4
genius,4
boil,4
jump,4
rubies,4
infirmities,4
nearest,4
coffers,4
haberdasher,4
flea,4
usurping,4
antony,4
—whom,4
bleat,4
creditor,4
surly,4
waits,4
by'r,4
continual,4
cord,4
homeward,4
incensed,4
sulphurous,4
sinn,4
trace,4
shoots,4
ivy,4
venom,4
piercing,4
forc,4
clamours,4
erewhile,4
enforc,4
chivalry,4
excels,4
turk,4
enrolled,4
serviceable,4
however,4
worthily,4
carrying,4
appeal,4
supposition,4
inhabits,4
loses,4
merited,4
hac,4
protestation,4
tapestry,4
changeling,4
braggart,4
storms,4
consenting,4
rust,4
vit,4
excel,4
charges,4
despiteful,4
effected,4
lascivious,4
varnish,4
fervour,4
melody,4
stops,4
bare-foot,4
remainder,4
worships,4
weaver,4
thanked,4
functions,4
file,4
cowslip,4
auspicious,4
'nay,4
ninny,4
straw,4
'we,4
conceiving,4
shuns,4
smock,4
rous,4
euriphile,4
constraint,4
stare,4
gains,4
magnanimous,4
''tis,4
god-like,4
uncertain,4
frozen,4
wounding,4
ambush,4
blister,4
mesenger,4
neighbouring,4
languages,4
examination,4
chides,4
unquiet,4
doting,4
career,4
flowery,4
messengers,4
pless,4
peerless,4
attorney,4
taffeta,4
prattle,4
seiz,4
threatens,4
surprise,4
punk,4
quis,4
turtle,4
fathom,4
look'st,4
'as,4
wooer,4
'fair,4
amain,4
defect,4
wren,4
calendar,4
bolts,4
sand,4
lasting,4
springs,4
spain,4
arrogance,4
fingering,4
fe,4
affects,4
sceptre,4
phrases,4
advised,4
highly,4
precisely,4
b,4
imprimis,4
ensues,4
thirsty,4
portly,4
wight,4
sticks,4
sear,4
hook,4
ballads,4
testify,4
tellus,4
gap,4
impudence,4
nicholas,4
arras,4
dash,4
playfellow,4
hits,4
cuff,4
scolding,4
—god,4
margery,4
wat'ry,4
plume,4
haunted,4
modern,4
doctors,4
stor,4
minutes,4
unlock,4
humbleness,4
terrors,4
corner,4
clamorous,4
rebellion,4
robbed,4
submit,4
avaunt,4
travelling,4
well-a-day,4
profane,4
touch'd,4
planets,4
increasing,4
cases,4
overture,4
attribute,4
authentic,4
orbs,4
scraps,4
urge,4
hills,4
picked,4
patron,4
utters,4
crafty,4
issues,4
shuts,4
fails,4
may'st,4
fitness,4
kinds,4
unwholesome,4
smells,4
eton,4
muffled,4
smelt,4
tiger,4
soud,4
sea-side,4
possibly,4
size,4
walked,4
borrowed,4
buck-basket,4
abhorr,4
devised,4
et,4
preposterous,4
horror,4
kissed,4
wheat,4
arch,4
steeds,4
quest,4
vanquish,4
temporal,4
indignity,4
creation,4
passions,4
jay,4
cradle,4
adultery,4
inside,4
justices,4
revel,4
rout,4
vanity,4
interrupt,4
touched,4
assail,4
suspected,4
scout,4
estates,4
knavish,4
forgotten,4
loathed,4
hen,4
residence,4
volumes,4
peep,4
harmless,4
occasions,4
ensuing,4
shout,4
winters,4
unsettled,4
unfit,4
recorded,4
sighed,4
fresher,4
clapp,4
suburbs,4
noon,4
clog,4
cheat,4
speakest,4
rite,4
twin,4
'an,4
metaphor,4
organs,4
see'st,4
globe,4
regions,4
saints,4
slay,4
orders,4
surpris,4
sparta,4
instructed,4
slowly,4
provision,4
firmly,4
car,4
laced,4
belong,4
chas,4
weapon,4
raineth,4
frights,4
impress,4
shameful,4
maidenhead,4
knell,4
meg,4
quaintly,4
believing,4
tom,4
ilium,4
gamut,4
creeping,4
strengthen,4
extended,4
midwife,4
accordingly,4
summon,4
dissemble,4
gaolers,4
arguments,4
contains,4
earned,4
fully,4
oppose,4
somebody,4
fairs,4
brags,4
wantonness,4
benedictus,4
troyan,4
perfume,4
echo,4
honestly,4
importance,4
feats,4
decrees,4
dial,4
controversy,4
parallel,4
lance,4
impression,4
starts,4
daws,4
loins,4
embraces,4
decay,4
reft,4
brat,4
logs,4
proudest,4
crooked,4
tarried,4
drug,4
curate,4
a-bed,4
whiteness,4
love-song,4
astringer,4
household,4
prate,4
overtake,4
pledge,4
conversation,4
enmity,4
feeds,4
kernel,4
saffron,4
swound,4
plac,4
hack,4
desired,4
upbraid,4
nursing,4
russian,4
exceed,4
appeared,4
tickling,4
antick,4
masked,4
immediate,4
lulla,4
savour,4
masks,4
load,4
hermit,4
'loo,4
blushing,4
indignation,4
high-day,4
depending,4
massy,4
handkerchief,4
covering,4
lud,4
monkey,4
spaniel,4
forces,4
surges,4
—is,4
probation,4
devilish,4
boarded,4
stirs,4
brake,4
admitted,4
whatever,4
testament,4
valu,4
proceeded,4
pile,4
considered,4
bedfellow,4
excrement,4
plant,4
propose,4
pupil,4
spies,4
fitter,4
distinguish,4
roared,3
incite,3
bridget,3
venuto,3
offenders,3
knighted,3
jangling,3
—come,3
crabbed,3
'ware,3
argosies,3
pathetical,3
bowels,3
'well,3
remaining,3
ruinous,3
parrot,3
duties,3
crotchets,3
ostentation,3
disposed,3
elsewhere,3
winking,3
gripe,3
topmast,3
fear'st,3
wares,3
diamonds,3
tir,3
browner,3
revolted,3
plucking,3
fading,3
bragging,3
prompt,3
pins,3
conceits,3
levy,3
fog,3
forbearance,3
ken,3
testy,3
fleece,3
—though,3
streak,3
assistance,3
traders,3
chimney,3
knaveries,3
blasts,3
descried,3
espies,3
fatherly,3
dumbness,3
certes,3
consents,3
gawds,3
fiends,3
niggardly,3
wilderness,3
parle,3
russians,3
exceptions,3
peer,3
evident,3
flayed,3
dunghill,3
grange,3
acorn,3
apparell,3
med'cinable,3
shortness,3
impressure,3
bees,3
—with,3
call'st,3
cooling,3
lawyer,3
shunn,3
julius,3
arithmetic,3
c,3
grievously,3
sloth,3
fa,3
winner,3
liberties,3
intolerable,3
goddess-like,3
markets,3
exactly,3
assaults,3
embark,3
ply,3
wracked,3
dragons,3
officious,3
stand'st,3
o'erthrown,3
watching,3
current,3
nicely,3
imitate,3
penn,3
cream,3
charmed,3
conveyed,3
wrings,3
cherubins,3
fretted,3
childhood,3
visages,3
'once,3
lunes,3
begging,3
fin,3
woodbine,3
'welcome,3
deliberate,3
determin,3
perceived,3
fetter,3
violet,3
dames,3
scare,3
—was,3
eyeballs,3
re,3
vere,3
puff,3
dwarf,3
bolder,3
long'st,3
method,3
perplexity,3
eld,3
morsel,3
hellespont,3
shapeless,3
scared,3
path,3
oftentimes,3
foster,3
plainer,3
discharged,3
'to,3
leer,3
trin,3
clasp,3
cushion,3
wend,3
dejected,3
frankly,3
snore,3
swam,3
replied,3
pond,3
europe,3
filth,3
nonpareil,3
æmilia,3
tunes,3
tardy,3
embassage,3
blade,3
seemeth,3
jointure,3
whereat,3
prevents,3
plummet,3
libya,3
woodman,3
scarcely,3
framed,3
girdle,3
partition,3
poisons,3
thereon,3
habitation,3
reprove,3
infectious,3
habited,3
foison,3
fin'st,3
imitation,3
staring,3
'gins,3
me.—,3
infringe,3
suppos,3
tower,3
petitions,3
shrouded,3
bands,3
openly,3
fawn,3
'rested,3
rustic,3
conclusions,3
drest,3
—you,3
enters,3
sufficiency,3
requir,3
gig,3
idly,3
queens,3
clearer,3
loathe,3
greedy,3
lapwing,3
visions,3
sincerity,3
minstrels,3
embrac,3
keel,3
s.,3
wrote,3
shak,3
usual,3
philomel,3
dotage,3
skittish,3
fornication,3
varlets,3
esteemed,3
adds,3
kindnesses,3
votary,3
amber,3
melodious,3
dalliance,3
passionate,3
salutation,3
hallowmas,3
hearers,3
obscured,3
profanation,3
maintained,3
roughly,3
haviour,3
rounded,3
tutors,3
temples,3
desk,3
assur'd,3
accompany,3
sepulchre,3
partial,3
masques,3
confessor,3
circumstantial,3
quarrelsome,3
condemned,3
hatred,3
pied,3
benefactors,3
unmeet,3
silks,3
inconstancy,3
articles,3
pang,3
seed,3
incur,3
ribands,3
bulls,3
conjurer,3
hous,3
singular,3
endowments,3
tends,3
'budget,3
ebony,3
hindered,3
flew,3
rests,3
esteems,3
pool,3
to—,3
new-born,3
period,3
contention,3
spoon,3
foppery,3
reek,3
creditors,3
rats,3
butcher,3
puppies,3
afric,3
prizes,3
reflection,3
amazedly,3
eminence,3
subdues,3
fills,3
'mum,3
divided,3
waving,3
elected,3
scabbard,3
taunt,3
plucks,3
winning,3
pare,3
claws,3
biting,3
tawny,3
failing,3
garlic,3
loathsome,3
repulse,3
gibes,3
winded,3
fathoms,3
mew,3
scene.—sometimes,3
resemble,3
torches,3
defied,3
breaths,3
travell,3
upward,3
helmet,3
witless,3
skies,3
guided,3
graver,3
qualified,3
enjoying,3
told'st,3
hard-hearted,3
monastery,3
candles,3
dukes,3
bard,3
deanery,3
hopeful,3
rag,3
chafe,3
evasion,3
leaven,3
comparisons,3
truths,3
chronicle,3
quarters,3
nell,3
quondam,3
rabble,3
serving-man,3
wrench,3
nominated,3
bribe,3
unable,3
wreath,3
spruce,3
revolve,3
o'ergrown,3
midst,3
'great,3
flats,3
moss,3
sonnets,3
welcomes,3
celebration,3
conceited,3
strangle,3
stride,3
tripping,3
thwarted,3
societies,3
empress,3
sanctuary,3
asunder,3
copper,3
committing,3
sharper,3
bath,3
penitence,3
leathern,3
tastes,3
values,3
quod,3
provok,3
carry't,3
epithet,3
paler,3
tongue-tied,3
yards,3
outwardly,3
saw'st,3
e,3
kersey,3
remember'st,3
adjoining,3
cords,3
minding,3
furious,3
colt,3
bruise,3
lubber,3
feeble,3
unity,3
doubted,3
berries,3
hare,3
remit,3
bestows,3
audacious,3
sweetness,3
stamps,3
spin,3
commerce,3
crickets,3
threes,3
cytherea,3
tilting,3
lids,3
muffler,3
godhead,3
decline,3
instructs,3
vault,3
distinct,3
dick,3
whips,3
counterfeited,3
painter,3
russia,3
unluckily,3
palaces,3
devout,3
incline,3
wildest,3
meanly,3
phrygia,3
oats,3
skipping,3
discern,3
chains,3
opposed,3
heedfully,3
deform,3
sakes,3
pious,3
urg,3
unpaid,3
play'd,3
boar,3
magician,3
prompts,3
datchet-mead,3
attaint,3
exposition,3
longest,3
cooled,3
harp,3
beseem,3
fineness,3
nerves,3
geld,3
thorny,3
slough,3
annual,3
rebukes,3
prophecy,3
whipt,3
singer,3
causes,3
desir'st,3
temptation,3
conn,3
dolphin,3
mermaid,3
beguiled,3
recoil,3
daphne,3
writers,3
privacy,3
pickle,3
simpleness,3
fantastic,3
fret,3
'so,3
o'ercharg,3
flouting,3
buckled,3
honey-bag,3
lances,3
allons,3
expressure,3
farthingale,3
yard,3
confederate,3
tragical,3
robe,3
demi-god,3
fruitless,3
incontinent,3
personage,3
rehears,3
knog,3
mark'd,3
trudge,3
stinking,3
selves,3
tallow,3
suffers,3
clerkly,3
hannibal,3
burdens,3
unsought,3
hest,3
cramp,3
conceived,3
minority,3
lace,3
schools,3
broad,3
talkest,3
lightly,3
wisdoms,3
lucina,3
lamented,3
advanced,3
befits,3
consented,3
legacy,3
stayed,3
pat,3
slipp,3
loathes,3
grieving,3
duly,3
asking,3
dolours,3
safest,3
impudent,3
besiege,3
darest,3
comforter,3
stay'd,3
rates,3
pit,3
plotted,3
supposing,3
ha't,3
attentive,3
scratched,3
similes,3
trimm,3
decayed,3
gaberdine,3
bashful,3
anchor,3
stink,3
orb,3
'scapes,3
consecrated,3
subdue,3
familiarity,3
tenth,3
sew,3
conjecture,3
cancel,3
feel't,3
attired,3
wooden,3
recourse,3
charter,3
rap,3
maze,3
thou'dst,3
examined,3
captives,3
covers,3
varied,3
cape,3
babbling,3
devotion,3
festival,3
sophy,3
searched,3
revive,3
adriano,3
repast,3
spectators,3
aforesaid,3
europa,3
largely,3
trice,3
quicken,3
supposes,3
morgan,3
narrowly,3
model,3
spritely,3
alcides,3
agreement,3
advanc,3
parcels,3
convoy,3
amounts,3
pandars,3
inter'gatories,3
belie,3
perpetually,3
quarrelling,3
dotard,3
salvation,3
fee-simple,3
spark,3
batters,3
cowardly,3
catching,3
peascod,3
jacks,3
elysium,3
delighted,3
singly,3
squash,3
drunkenness,3
'three,3
trials,3
dim,3
armipotent,3
disgraced,3
devoted,3
specify,3
devours,3
sparks,3
lousy,3
spet,3
forgiven,3
blithe,3
evidence,3
trembling,3
hats,3
plentifully,3
proudly,3
mending,3
deservings,3
horribly,3
differs,3
properly,3
quips,3
peopled,3
choler,3
isbel,3
bob,3
stooping,3
sweep,3
mortally,3
curtsies,3
handkercher,3
untrue,3
doubly,3
beguiles,3
sip,3
kick,3
defil,3
neighing,3
consume,3
providence,3
husks,3
penury,3
gazes,3
converting,3
bravest,3
celebrate,3
wasted,3
have't,3
loathing,3
leonati,3
levity,3
acquit,3
disclos,3
leaps,3
pursued,3
enchanted,3
nations,3
approof,3
importunes,3
immodest,3
exercises,3
lout,3
aptly,3
outrage,3
bum,3
mathematics,3
hive,3
guardian,3
first-born,3
bass,3
gun,3
widows,3
achiev,3
scab,3
begets,3
lapis,3
happen,3
wrapp,3
fragments,3
misdoubt,3
falconbridge,3
placed,3
widower,3
bane,3
personal,3
afresh,3
whispers,3
adoption,3
wrest,3
foreign,3
seeds,3
fair'st,3
hawk,3
veriest,3
cite,3
rounds,3
insolent,3
ports,3
daughter-in-law,3
survey,3
exclaim,3
doves,3
rising,3
unmannerly,3
preservation,3
repay,3
requests,3
milder,3
sadder,3
tooth-ache,3
subdued,3
trash,3
countries,3
perfidious,3
quoted,3
ow,3
sea-coast,3
shillings,3
earthquake,3
monsters,3
—why,3
doers,3
lawfully,3
capilet,3
strongest,3
communicate,3
seacoal,3
removes,3
ewe,3
ornaments,3
torch-bearer,3
crime,3
seriously,3
supremacy,3
curtal,3
posterns,3
sainted,3
plod,3
nick,3
cypress,3
rough-cast,3
wins,3
flames,3
motto,3
posts,3
whipp,3
shriek,3
expose,3
guiding,3
sickly,3
raising,3
swiftest,3
lowest,3
dignified,3
additions,3
quirks,3
corpse,3
misprising,3
cates,3
unfortunate,3
'let,3
bestowing,3
letting,3
toss,3
twigs,3
christmas,3
temperate,3
galen,3
weighs,3
lucrece,3
driving,3
steeple,3
repeated,3
helped,3
novelty,3
woeful,3
prabbles,3
blinded,3
puddings,3
cracks,3
seduced,3
eyesight,3
asks,3
nostril,3
interlude,3
earl,3
preserver,3
repeal,3
duchess,3
tucket,3
naming,3
'not,3
knocked,3
dispatched,3
whereby,3
scarfs,3
o'erflow,3
sweets,3
wrinkles,3
antiquity,3
lecture,3
whistle,3
balls,3
detested,3
steed,3
senis,3
celsa,3
regia,3
priami,3
shipboard,3
steterat,3
lofty,3
tun,3
billow,3
sigeia,3
conveniently,3
est,3
convenience,3
simois,3
ibat,3
picking,3
undeserved,3
apology,3
counts,3
rebel,3
staggers,3
gnats,3
bits,3
lamps,3
extempore,3
delphos,3
ordering,3
grounds,3
incertain,3
sweet'st,3
eternity,3
starting,3
speaker,3
anchors,3
applaud,3
overboard,3
petter,3
register,3
swaggering,3
into't,3
'some,3
agrees,3
joiner,3
expecting,3
partake,3
recall,3
altars,3
duller,3
sportful,3
halt,3
barbarism,3
barely,3
doit,3
casting,3
enthralled,3
weakest,3
tops,3
flown,3
miracles,3
hoodwink,3
tenderly,3
flatterer,3
mistrusted,3
coldest,3
boskos,3
dale,3
sufficeth,3
peers,3
peculiar,3
gregory,3
impostor,3
liars,3
budge,3
fitting,3
shuffle,3
aspire,3
daring,3
distressed,3
peaceful,3
o'erboard,3
tempts,3
sorted,3
grandmother,3
spots,3
blindness,3
web,3
encountered,3
chiefest,3
pluto,3
justified,3
sanctimony,3
austere,3
curiously,3
boundless,3
prone,3
parent,3
abhorred,3
reveal,3
malignant,3
unchaste,3
mirror,3
shaking,3
killing,3
conquer,3
expir,3
haggard,3
dignities,3
prolong,3
moist,3
famish,3
gabble,3
—thou,3
'but,3
headless,3
bountiful,3
inclining,3
towns,3
fulfil,3
deeps,3
stratagem,3
beguil,3
admits,3
compulsion,3
buzzard,3
hint,3
dispense,3
wasp,3
endless,3
quean,3
wrangling,3
bubble,3
hilding,3
philoten,3
cuckolds,3
vexed,3
declin,3
welcom,3
shipp,3
greatly,3
tended,3
adversary,3
organ,3
towers,3
lamp,3
pilot,3
summers,3
inventions,3
unworthiness,3
soever,3
joseph,3
cities,3
fiddler,3
properties,3
repented,3
admiring,3
rely,3
impossibility,3
relate,3
intimate,3
neigh,3
enchanting,3
discoveries,3
mint,3
wis,3
planted,3
awful,3
encourage,3
observ,3
customary,3
hobgoblin,3
—whose,3
basis,3
churl,3
sweeten,3
thickest,3
limp,3
delivering,3
fighter,3
wip,3
handle,3
accounted,3
curer,3
inland,3
seem'st,3
subjection,3
boldly,3
wanted,3
shooting,3
unhallow,3
islands,3
tripolis,3
sores,3
forfeits,3
whoe'er,3
invest,3
glances,3
physicians,3
frosts,3
school-boy,3
galled,3
heroical,3
civet,3
tar,3
vale,3
dirty,3
prodigious,3
weathercock,3
vane,3
consecrate,3
eastern,3
everywhere,3
taurus,3
dear'st,3
dropp,3
dire,3
suborn,3
doubtfully,3
genitive,3
crutch,3
swing,3
magnificoes,3
slipper,3
shifts,3
tickled,3
cannon,3
rub,3
'why,3
mangled,3
incision,3
purblind,3
ware,3
bed-fellow,3
instead,3
cozenage,3
extenuate,3
hearer,3
airs,3
petticoat,3
crupper,3
ploughman,3
shilling,3
hawking,3
wednesday,3
sanctify,3
reliques,3
scape,3
scratching,3
bleak,3
necessities,3
coals,3
ravens,3
pelting,3
heretic,3
fade,3
halfpenny,3
shins,3
regent,3
session,3
vell,3
practices,3
extremes,3
fowls,3
hale,3
pleas'd,3
approaching,3
'it,3
dolour,3
conserves,3
argus,3
gerard,3
narbon,3
imputation,3
mocker,3
derives,3
ducdame,3
unusual,3
witches,3
witchcraft,3
sucks,3
luxury,3
anointed,3
herring,3
'bout,3
cote,3
perpend,3
ditty,3
contagious,3
determination,3
resolved,3
consciences,3
qui,3
sociable,3
oddly,3
prettily,3
seals,3
pap,3
rushes,3
cage,3
diable,3
core,3
ace,3
oration,3
millions,3
ninth,3
'remember,3
mater,3
discredit,3
votaress,3
mote,3
imperious,3
pia,3
nourished,3
lacking,3
myrmidon,3
temperance,3
afflicted,3
professed,3
foulness,3
mantuan,3
shone,3
material,3
riddles,3
province,3
sinner,3
poetical,3
sunny,3
sparrows,3
thatch,3
seek'st,3
swine,3
features,3
sap,3
altered,3
holiness,3
intrusion,3
likest,3
dross,3
quail,3
shent,3
understands,3
swinged,3
rejoicing,3
gout,3
itch,3
earn,3
inclination,3
ragozine,3
brach,3
perilous,3
paths,3
commune,3
bawdy,3
redress,3
injustice,3
exhibit,3
supplant,3
pursu,3
medlar,3
graff,3
team,3
gallop,3
afoot,3
curtains,3
valentinus,3
ram,3
front,3
indirectly,3
veil,3
basin,3
cattle,3
bestrew,3
via,3
godly,3
talent,3
'alas,3
abhors,3
detect,3
groaning,3
celerity,3
sorel,3
tang,3
performed,3
shares,3
dregs,3
dropped,3
patrick,3
dictynna,3
fortnight,3
weeks,3
roars,3
slide,3
entering,3
snores,3
intellect,3
dainties,3
rat,3
adders,3
sojourn,3
digestion,3
wonted,3
confirms,3
delightful,3
brethren,3
heav,3
waiting-gentlewoman,3
confines,3
formerly,3
gor,3
hobby-horse,3
roaming,3
feeding,3
wrestled,3
overthrow,3
obtained,3
hunters,3
bagpipe,3
cramps,3
rider,3
destinies,3
translate,3
dispers,3
royally,3
lieutenant,3
hapless,3
sedges,3
alliance,3
grudge,3
'thou,3
pierc,3
snip,3
deserv'd,3
smaller,3
misuse,3
—all,3
callest,3
hopeless,3
transparent,3
droop,3
breathed,3
thunderbolt,3
provokes,3
fated,3
mannish,3
dis,3
pennyworth,3
carcass,3
pear,3
—we,3
plunge,3
offends,3
complaining,3
remedies,3
scotch,3
jaws,3
unspeakable,3
martial,3
feelingly,3
—not,3
pikes,3
toad,3
