Word,Count
visor,11
flow,11
school,11
faint,11
notable,11
fathers,11
seeks,11
silk,11
ran,11
aye,11
growing,11
lets,11
scratch,11
sixth,11
nan,11
yoke,11
bestowed,11
hateful,11
shown,11
lief,11
offices,11
banished,11
eldest,11
troubled,11
destiny,11
innocence,11
acquaint,11
services,11
game,11
distance,11
moreover,11
design,11
herein,11
slight,11
severally,11
raise,11
hush,11
account,11
beats,11
eagle,11
t,11
band,11
tenour,11
errand,11
happily,11
err,11
possession,11
beautiful,11
boots,11
committed,11
sacrifice,11
conceal,11
italian,11
celestial,11
wondrous,11
boldness,11
stocks,11
admirable,11
stoop,11
description,11
bargain,11
bar,11
redeem,11
commands,11
returned,11
revolt,11
serious,11
watery,11
miracle,11
bill,11
surety,11
throne,11
meantime,11
cup,11
coxcomb,11
advis,11
vent,11
hates,11
played,11
inform,11
stubborn,11
pawn,11
gower,11
accept,11
perforce,11
shoulder,11
befall,11
drinking,11
guarded,11
despair,11
privilege,11
lark,11
knavery,11
beholding,11
couple,11
rings,11
traveller,11
burns,11
absolute,10
trifles,10
visage,10
lads,10
immortal,10
pleasures,10
goldsmith,10
commends,10
stroke,10
bell,10
trip,10
madonna,10
opening,10
presents,10
keeping,10
fruit,10
apply,10
exile,10
stretch,10
thereby,10
rejoice,10
score,10
persons,10
answered,10
vat,10
level,10
eats,10
mended,10
richly,10
rowland,10
forms,10
harbour,10
strangers,10
worm,10
enterprise,10
fleet,10
complain,10
nightly,10
ward,10
potent,10
character,10
joint,10
integrity,10
heel,10
strew,10
unkind,10
cozened,10
lad,10
bloods,10
romans,10
ambition,10
streets,10
bait,10
amend,10
dram,10
forty,10
poverty,10
yesterday,10
subtle,10
sue,10
instruction,10
ado,10
start,10
fields,10
fer,10
style,10
dove,10
speeches,10
faster,10
fallen,10
ridiculous,10
dispose,10
advance,10
tales,10
zeal,10
madly,10
chose,10
fourscore,10
sav,10
fidele,10
rogues,10
soil,10
arrest,10
nights,10
working,10
persuaded,10
murderer,10
vein,10
confession,10
lungs,10
hounds,10
wolf,10
observe,10
gaze,10
block,10
tax,10
fearing,10
departure,10
limit,10
iron,10
sola,10
immediately,10
grew,10
stick,10
censure,10
serv,10
apace,10
remains,10
hung,10
ministers,10
toil,10
tyrian,10
ale,10
testimony,10
recovered,10
hated,10
livery,10
curtain,10
begg,10
ice,10
employment,10
observance,10
curtsy,10
giddy,10
purchase,10
moves,10
justly,10
touching,10
respects,10
nod,10
feather,10
deiphobus,10
helenus,10
invite,10
prevail,10
prosperous,10
main,10
kills,10
hue,10
estimation,10
mantle,10
musician,10
stuck,10
tire,10
quarter,10
withdraw,10
charms,10
soundly,10
strongly,10
beginning,10
unjust,10
laughing,10
reveng,10
maintain,10
eaten,10
relieve,10
wedding,10
seeking,10
dozen,10
subscribe,10
neighbours,10
pounds,10
whit,10
mariner,10
vilely,10
knowest,10
restore,10
weapons,10
arden,10
sober,10
degrees,10
task,10
thorough,10
nest,10
compare,10
trifle,10
studied,10
dishonest,10
inn,10
thick,10
evening,10
trow,10
wished,9
inward,9
penitent,9
closet,9
noted,9
strumpet,9
preparation,9
jot,9
musicians,9
peasant,9
inches,9
stole,9
followed,9
mutton,9
dying,9
suppose,9
joys,9
couch,9
pitch,9
wrestling,9
doom,9
project,9
calm,9
sweeter,9
hinder,9
miseries,9
presume,9
companions,9
council,9
prevented,9
root,9
reign,9
cursed,9
eternal,9
albeit,9
greekish,9
proceeding,9
prefer,9
veins,9
pregnant,9
rightly,9
conditions,9
inquire,9
offences,9
fasting,9
minion,9
north,9
distemper,9
palm,9
reckoning,9
wills,9
homely,9
finely,9
somewhat,9
whatsoever,9
ope,9
extend,9
neat,9
crying,9
nearer,9
trees,9
undergo,9
especially,9
manage,9
england,9
thereto,9
escape,9
burst,9
obtain,9
witty,9
latin,9
naughty,9
unlike,9
gallows,9
dispos,9
election,9
unarm,9
hunter,9
worthier,9
ruin,9
liberal,9
burning,9
touches,9
endeavour,9
gets,9
infant,9
accus,9
blushes,9
bail,9
revenue,9
fifty,9
desir,9
mute,9
hears,9
rush,9
tainted,9
adore,9
aged,9
sought,9
motions,9
restraint,9
infected,9
begun,9
baseness,9
breathing,9
plenty,9
envious,9
betimes,9
miles,9
govern,9
nobler,9
nation,9
suitors,9
acknowledge,9
remorse,9
strict,9
seize,9
hunger,9
throughly,9
profound,9
inherit,9
produce,9
tried,9
arts,9
venture,9
dower,9
tooth,9
climb,9
pine,9
villanous,9
getting,9
push,9
repeat,9
charg,9
habits,9
requite,9
lacks,9
kindred,9
rash,9
awaking,9
wag,9
gazing,9
abus,9
visitation,9
serpent,9
suffered,9
bury,9
truest,9
strife,9
revels,9
froward,9
ladder,9
secretly,9
hole,9
mantua,9
weeps,9
vienna,9
trusty,9
bread,9
prays,9
dissembling,9
disguis,9
intended,9
seat,9
neglect,9
quaint,9
opportunity,9
lute,9
flock,9
sorrows,9
questions,9
ox,9
whereon,9
notorious,9
throws,9
owl,9
disease,9
passage,9
jerkin,9
spleen,9
tabor,9
confusion,9
bachelor,9
slumber,9
scar,9
government,9
points,9
history,9
bodies,9
fates,9
latter,9
rocks,9
mountains,9
miserable,9
despise,9
raging,9
audience,9
bethink,9
reach,9
spread,9
proves,9
amazement,9
shade,9
beds,9
bud,9
expense,9
drift,9
swell,9
grey,9
instruments,9
naught,9
mourn,9
arrested,9
players,9
fooling,9
houses,9
resort,9
thomas,9
sleeves,9
waves,9
wak,9
intents,9
statue,9
ceremony,9
woes,9
executed,9
cruelty,9
respected,9
antioch,9
merriment,9
trim,9
accusation,9
manly,9
frenzy,9
fitted,9
smooth,9
messina,9
bellario,9
eyelids,9
drunkard,9
diseases,9
commonwealth,9
principal,9
parents,9
beams,9
leap,9
busy,9
moonlight,8
shadows,8
chiding,8
tie,8
ample,8
aspect,8
port,8
admit,8
verily,8
revenged,8
jade,8
ganymede,8
moved,8
polydore,8
naked,8
debts,8
powerful,8
sounded,8
patch,8
waist,8
increase,8
howling,8
perpetual,8
snatch,8
rimes,8
resist,8
jacob,8
silly,8
fifth,8
politic,8
capacity,8
breach,8
tutor,8
region,8
reward,8
senior,8
folks,8
uses,8
painting,8
birds,8
affliction,8
tidings,8
combat,8
phœnix,8
kneeling,8
succession,8
remove,8
lanthorn,8
delights,8
silken,8
casement,8
plainly,8
defy,8
craft,8
ought,8
likeness,8
contain,8
squire,8
moan,8
gossip,8
schoolmaster,8
melt,8
leagues,8
understanding,8
butt,8
tush,8
sith,8
prais,8
divers,8
sails,8
oh,8
confer,8
changes,8
imagine,8
smallest,8
april,8
rein,8
changed,8
shop,8
arriv,8
fares,8
herald,8
record,8
beware,8
candle,8
girls,8
mates,8
revenges,8
abominable,8
praising,8
south,8
armour,8
slaughter,8
ashore,8
flying,8
wages,8
peruse,8
toys,8
sufficient,8
abused,8
yon,8
bide,8
purposes,8
granted,8
lunatic,8
coldly,8
recovery,8
frail,8
fowl,8
complaint,8
witnesses,8
beastly,8
ancestors,8
briton,8
cheese,8
approbation,8
clean,8
rob,8
wishing,8
careless,8
setting,8
stake,8
oblivion,8
recount,8
cook,8
simply,8
usurp,8
fortunate,8
sands,8
crest,8
preferment,8
sixpence,8
abhor,8
bigger,8
distinction,8
apes,8
build,8
reproof,8
fourteen,8
hic,8
marrying,8
reply,8
highest,8
branch,8
bounds,8
rehearse,8
breeds,8
slaves,8
text,8
comedy,8
merciful,8
shoes,8
foe,8
bosoms,8
mood,8
lane,8
finish,8
player,8
exquisite,8
gallia,8
couldst,8
moment,8
bringing,8
grossly,8
secure,8
supply,8
debtor,8
nails,8
louder,8
deeply,8
ourself,8
commendation,8
happier,8
partner,8
constancy,8
damnable,8
fray,8
counsellor,8
fierce,8
putting,8
mightily,8
careful,8
beneath,8
escanes,8
nail,8
petty,8
heavier,8
counsels,8
surfeit,8
corners,8
bolt,8
commendations,8
chat,8
welkin,8
dried,8
infancy,8
wounded,8
stray,8
ribs,8
violent,8
imperial,8
correction,8
richer,8
unseen,8
infect,8
limbs,8
famous,8
wi,8
tut,8
hap,8
loyal,8
pasture,8
driven,8
pitiful,8
female,8
aquitaine,8
flame,8
skin,8
altar,8
mightst,8
yielding,8
dances,8
bone,8
mustard,8
bridegroom,8
matters,8
owner,8
doubtful,8
dearer,8
thinkest,8
rescue,8
eyne,8
moe,8
pavilion,8
mole,8
goot,8
womb,8
publish,8
comforts,8
leaving,8
worthiness,8
plains,8
detest,8
elements,8
relation,8
swallowed,8
beloved,8
briefly,8
francisco,8
check,8
infection,8
wrought,8
curious,8
motley,8
asham,8
wholesome,8
slanders,8
tunis,8
pillow,8
middle,8
margarelon,8
pilgrim,8
wet,8
applause,8
paradise,7
everlasting,7
ornament,7
enjoin,7
stamp,7
dame,7
prettiest,7
losses,7
voluntary,7
endur,7
denies,7
bankrupt,7
coffer,7
apple,7
ensue,7
sixteen,7
nigh,7
contented,7
mortality,7
disloyal,7
ergo,7
robes,7
added,7
belongs,7
forthwith,7
million,7
certainty,7
homage,7
keys,7
wonders,7
bate,7
giant,7
siege,7
sunday,7
proved,7
assume,7
titles,7
phrase,7
nymphs,7
knee,7
greasy,7
scarf,7
limb,7
sovereignty,7
stern,7
hip,7
depend,7
christians,7
ashamed,7
tempted,7
worthless,7
commended,7
heavily,7
advancing,7
sycorax,7
ability,7
pleaseth,7
pangs,7
bells,7
advocate,7
churlish,7
conqueror,7
holla,7
flattery,7
distraction,7
choleric,7
whipping,7
calling,7
triumph,7
voices,7
bastards,7
sting,7
smoke,7
mocked,7
stealing,7
chief,7
denial,7
fancies,7
shamed,7
understood,7
daily,7
chid,7
fence,7
follies,7
mass,7
vigour,7
hum,7
purpos,7
dido,7
derive,7
locks,7
impediment,7
mariners,7
caskets,7
peradventure,7
clap,7
ravish,7
beggars,7
county,7
mount,7
procure,7
corporal,7
likely,7
yields,7
paragon,7
grass,7
weaker,7
rot,7
removed,7
agreed,7
melted,7
porter,7
stark,7
beef,7
oil,7
proverb,7
rarest,7
allowed,7
promises,7
wax,7
bliss,7
plagues,7
education,7
dressed,7
tyrannous,7
bleed,7
hecuba,7
fardel,7
capon,7
nativity,7
forfeiture,7
omit,7
directly,7
puppet,7
copy,7
injurious,7
crows,7
impatient,7
wandering,7
mettle,7
apprehend,7
hind,7
moiety,7
bequeath,7
poet,7
function,7
tyranny,7
compact,7
strangeness,7
prick,7
goodman,7
scandal,7
pentapolis,7
meaner,7
confidence,7
commander,7
upright,7
foh,7
playing,7
tokens,7
divide,7
blank,7
phœbus,7
slew,7
provoke,7
dismay,7
cue,7
fix,7
citizens,7
generation,7
haunt,7
harvest,7
troop,7
publicly,7
steals,7
merchants,7
fountain,7
syracusian,7
spurs,7
pierce,7
furthest,7
infirmity,7
cowards,7
cloud,7
elves,7
forswore,7
starve,7
approve,7
gravity,7
wakes,7
afterward,7
puritan,7
corn,7
petition,7
reports,7
worms,7
epidamnum,7
rear,7
terrible,7
dole,7
drowsy,7
achieve,7
drinks,7
raven,7
proofs,7
defence,7
poetry,7
convenient,7
aunt,7
milford,7
crab,7
religious,7
outside,7
shames,7
remov,7
abandon,7
hungry,7
quake,7
jealousies,7
beest,7
barge,7
manhood,7
descend,7
pulse,7
gallants,7
pedlar,7
prov,7
pleasing,7
cloth,7
housewife,7
lions,7
destroy,7
unkindness,7
thorns,7
fasten,7
supposed,7
confound,7
trot,7
brass,7
satan,7
league,7
mankind,7
article,7
toy,7
vassal,7
knocks,7
savours,7
stirring,7
tend,7
grandsire,7
proportion,7
centaur,7
guests,7
coil,7
lightning,7
joyful,7
entrance,7
negligence,7
saved,7
thin,7
swifter,7
victory,7
qualify,7
discovered,7
awak,7
reported,7
keeper,7
cudgel,7
glance,7
natures,7
grecians,7
kingdoms,7
counted,7
raw,7
hides,7
prepar,7
bereft,7
pearls,7
hill,7
ewes,7
scorns,7
fourth,7
cambio,7
wrestler,7
discord,7
landed,7
comparison,7
dennis,7
confident,7
studies,7
exercise,7
race,7
hiding,7
virgins,7
purity,7
cadwal,7
receives,7
paint,7
carthage,7
renew,7
herb,7
sheet,7
bald,7
chest,7
fan,7
wot,7
characters,7
generally,7
capable,7
baggage,7
sung,7
grandam,7
licio,7
inch,7
directed,7
direction,7
merits,7
courtesies,7
import,7
countryman,7
wooers,7
recreation,6
hood,6
ambitious,6
cherish,6
alms,6
hedge,6
persever,6
seemed,6
breadth,6
handsome,6
allegiance,6
countrymen,6
rod,6
scroll,6
labours,6
worthiest,6
fighting,6
overheard,6
decreed,6
needless,6
extreme,6
appoint,6
nam,6
philemon,6
sadly,6
therewithal,6
vexation,6
actors,6
feigning,6
groom,6
circumstances,6
myrmidons,6
release,6
leaden,6
justify,6
rend,6
date,6
consort,6
lodg,6
legions,6
orderly,6
crush,6
whereto,6
banks,6
threats,6
rarely,6
syllable,6
daylight,6
shrewdly,6
outlaws,6
lass,6
coats,6
chapel,6
noblest,6
falsely,6
necessary,6
bowl,6
discovery,6
wisest,6
heresy,6
pitied,6
gamester,6
cottage,6
drowning,6
dwelling,6
mockery,6
diet,6
marshal,6
shaft,6
waxen,6
travels,6
cheerful,6
riddle,6
curb,6
reckon,6
brainford,6
eke,6
repose,6
lift,6
flattering,6
club,6
grove,6
hound,6
wooed,6
ingenious,6
distress,6
juvenal,6
asked,6
guards,6
pirates,6
radiant,6
odious,6
offender,6
actor,6
warp,6
bootless,6
hideous,6
divorce,6
finding,6
passed,6
expedition,6
reigns,6
sped,6
bank,6
fery,6
universal,6
commandment,6
attain,6
cowardice,6
likelihood,6
mistrust,6
disdainful,6
footing,6
parish,6
used,6
ant,6
floods,6
daniel,6
jars,6
lame,6
shelter,6
weed,6
porpentine,6
welsh,6
snail,6
loyalty,6
corinth,6
growth,6
bag,6
grieves,6
prosperity,6
teaching,6
market,6
languish,6
rascals,6
river,6
disturb,6
spell,6
lullaby,6
courtiers,6
wrestle,6
salute,6
sot,6
philosophy,6
payment,6
chosen,6
minola,6
meed,6
leonardo,6
alarum,6
cargo,6
presenting,6
german,6
exceeds,6
faithfully,6
addition,6
clamour,6
dulcet,6
injuries,6
moneys,6
settled,6
exploit,6
cozen,6
pomp,6
prevent,6
muddy,6
accomplished,6
pageant,6
crimes,6
bracelet,6
afford,6
speechless,6
built,6
lieu,6
amazed,6
laying,6
gaol,6
important,6
beset,6
venison,6
excellence,6
ruffian,6
delivers,6
yielded,6
misfortune,6
deceit,6
sorts,6
songs,6
moulded,6
assay,6
fact,6
interpreter,6
agent,6
created,6
heaviness,6
shepherdess,6
assur,6
vulgar,6
retreat,6
greeting,6
sonnet,6
belief,6
barber,6
meets,6
brag,6
kneels,6
aliena,6
rhetoric,6
banishment,6
instructions,6
crop,6
unnatural,6
boat,6
coffin,6
indifferent,6
reads,6
narrow,6
hop,6
roundly,6
doubts,6
starv,6
measures,6
protection,6
centre,6
wearing,6
imprison,6
complexions,6
pleased,6
furnished,6
rites,6
dancing,6
sums,6
professes,6
distracted,6
briers,6
excellently,6
shook,6
fishermen,6
transform,6
dislike,6
seventh,6
trod,6
approved,6
contemplation,6
sequel,6
pursuit,6
upo,6
buds,6
answering,6
marble,6
barr,6
mutual,6
afore,6
cornets,6
dismiss,6
deity,6
opposite,6
religion,6
secrecy,6
ilion,6
reap,6
drawing,6
filthy,6
torments,6
samson,6
courtezan,6
gentles,6
courses,6
mouse,6
expectation,6
striking,6
taint,6
herd,6
excess,6
mothers,6
embassy,6
den,6
bated,6
duck,6
greets,6
terror,6
observation,6
wildly,6
royalty,6
pernicious,6
member,6
agree,6
scope,6
whispering,6
alisander,6
knocking,6
engag,6
george,6
arrow,6
yare,6
coin,6
prophet,6
restor,6
blot,6
nobleness,6
resolution,6
embraced,6
hunting,6
cedar,6
beget,6
branches,6
salve,6
frailty,6
beam,6
chiefly,6
vex,6
pot,6
drives,6
sup,6
compos,6
mercury,6
acts,6
concluded,6
lists,6
senator,6
scornful,6
sire,6
flint,6
meal,6
gentry,6
deem,6
wickedness,6
tribune,6
pipe,6
lime,6
prisoners,6
sunder,6
readiness,6
strokes,6
wayward,6
hatch,6
prunes,6
canary,6
uncivil,6
incest,6
teaches,6
british,6
deliverance,6
importune,6
shin,6
admiration,6
rags,6
impose,6
beards,6
asses,6
examine,6
process,6
transgression,6
accent,6
frantic,6
march,6
eve,6
tapers,6
thrift,6
nut,6
pricks,6
pricket,6
attach,6
performance,6
epitaph,6
sisters,6
heirs,6
manifest,6
guilt,6
rul,6
vices,6
kingly,6
moderate,6
surgeon,6
baby,6
backs,6
pilgrimage,6
assault,6
continent,6
painful,6
porridge,6
changing,6
vanish,6
oppress,6
elephant,6
suited,6
demands,6
concerning,6
diligence,6
noses,6
proclaimed,6
judgments,6
hearken,6
fires,6
remembered,6
carrion,6
measur,6
perfections,6
dice,6
construction,6
thousands,6
imprisonment,6
charitable,6
prerogative,6
prime,6
hiss,6
prouder,6
livers,6
devour,6
showing,6
amity,6
assured,6
probable,6
headstrong,6
lowly,5
dialogue,5
barbarous,5
adder,5
con,5
treacherous,5
plight,5
becoming,5
impatience,5
confessed,5
mourning,5
leading,5
infamy,5
whale,5
treble,5
ages,5
accused,5
preserv,5
easier,5
quarrels,5
disobedience,5
enforced,5
states,5
riot,5
misprision,5
mistaken,5
overcame,5
generous,5
fam,5
nymph,5
saves,5
multitude,5
imposition,5
snake,5
labouring,5
inhabit,5
bower,5
untie,5
entertained,5
dealing,5
stairs,5
riding,5
wipe,5
lackey,5
idiot,5
babes,5
dumain,5
reserve,5
grain,5
ingratitude,5
freeze,5
rusty,5
fixed,5
jolly,5
relent,5
francisca,5
torch,5
presented,5
severe,5
troubles,5
bequeathed,5
steep,5
endeavours,5
belied,5
helicane,5
helping,5
lively,5
lodowick,5
oyster,5
fruitful,5
frowns,5
wrinkled,5
geese,5
curses,5
bedchamber,5
tyrants,5
egg,5
grim,5
fry,5
sever,5
reputed,5
brier,5
formal,5
cake,5
parties,5
wart,5
goest,5
oppos,5
skilful,5
sleepy,5
confine,5
craves,5
privy,5
scour,5
concern,5
unwillingly,5
sympathy,5
fashions,5
hairy,5
showed,5
sweetheart,5
sanctity,5
forlorn,5
holp,5
lik,5
motive,5
stabs,5
marseilles,5
construe,5
wedlock,5
sprites,5
balance,5
falcon,5
spied,5
bars,5
nun,5
entirely,5
apprehended,5
repute,5
thetis,5
lottery,5
doctrine,5
receipt,5
brothel,5
jesting,5
arrows,5
turf,5
contracted,5
signs,5
axe,5
pictures,5
executioner,5
excepted,5
dere,5
bourn,5
chink,5
athwart,5
precise,5
tough,5
swallow,5
gear,5
edict,5
breakfast,5
traffic,5
shroud,5
graves,5
finer,5
skirts,5
ominous,5
gaping,5
display,5
thames,5
syracusa,5
interim,5
toe,5
caper,5
draught,5
merrier,5
pointing,5
burnt,5
feels,5
angle,5
encounters,5
sugar,5
stool,5
sauce,5
feign,5
statutes,5
digest,5
retires,5
feature,5
compassed,5
india,5
hurts,5
expressly,5
purchas,5
speedily,5
frost,5
freshly,5
desolation,5
behaviours,5
neglected,5
ocean,5
malady,5
shining,5
spices,5
airy,5
sinister,5
grossness,5
purge,5
fraught,5
hatches,5
leather,5
deaf,5
curs,5
shepherds,5
drudge,5
plucked,5
deserts,5
guiltiness,5
implore,5
sparrow,5
feathers,5
walks,5
railing,5
requital,5
dally,5
sphere,5
faction,5
credulous,5
idol,5
safer,5
tyrus,5
corrupted,5
array,5
blessings,5
marian,5
gilded,5
napkin,5
rooted,5
grapes,5
truce,5
bauble,5
slack,5
bags,5
feat,5
frowning,5
rascally,5
compound,5
crosses,5
embracing,5
aloof,5
emulation,5
aweary,5
accord,5
sprite,5
descent,5
lambs,5
captive,5
confiscate,5
heal,5
prating,5
deeper,5
maccabæus,5
maidens,5
mast,5
gilt,5
boon,5
theft,5
december,5
indian,5
urging,5
adverse,5
possessed,5
m,5
breathes,5
viands,5
amount,5
whereupon,5
hog,5
cloven,5
grease,5
mire,5
nobleman,5
pence,5
square,5
plea,5
eunuch,5
resides,5
vineyard,5
mansion,5
ragged,5
philip,5
turtles,5
gull,5
griev,5
net,5
compliment,5
fram,5
commendable,5
fertile,5
companies,5
peremptory,5
mistaking,5
smack,5
threaten,5
stealth,5
confin,5
attire,5
ducat,5
superfluous,5
sustain,5
designs,5
costly,5
joan,5
bows,5
wholly,5
deserving,5
leaf,5
plots,5
musical,5
unlawful,5
sale,5
occupation,5
mess,5
monarch,5
rides,5
allay,5
lamentable,5
solemnity,5
flows,5
ventures,5
durance,5
couples,5
throwing,5
utmost,5
prepared,5
inclin,5
mouths,5
industry,5
ending,5
staying,5
graceful,5
claims,5
scale,5
heigh,5
helps,5
joints,5
continuance,5
ethiop,5
exact,5
eating,5
dispraise,5
western,5
rival,5
concord,5
purple,5
dissuade,5
deriv,5
juice,5
vouch,5
sheets,5
perdition,5
magic,5
constrain,5
wealthy,5
swim,5
cabin,5
ague,5
genoa,5
pull,5
property,5
woos,5
privately,5
muse,5
humility,5
precedent,5
disaster,5
consequence,5
whoever,5
abate,5
visited,5
caitiff,5
augustus,5
gratify,5
hire,5
unclasp,5
frighted,5
downright,5
blemish,5
venetian,5
gloss,5
mum,5
helm,5
piteous,5
tickle,5
hay,5
stuffed,5
withered,5
boats,5
pauca,5
coy,5
amiable,5
possessions,5
rialto,5
missing,5
discovers,5
pulls,5
quantity,5
apparent,5
rails,5
torn,5
promising,5
choke,5
figures,5
burial,5
afar,5
miscarried,5
compell,5
ghosts,5
debate,5
slanderous,5
penetrate,5
ginger,5
shakes,5
affair,5
jollity,5
rouse,5
slippery,5
glasses,5
marr,5
chaff,5
grand,5
adversity,5
bulk,5
neapolitan,5
avouch,5
vail,5
wales,5
dishes,5
husbandry,5
cures,5
dotes,5
trusted,5
bias,5
baser,5
transformed,5
buys,5
courtly,5
solicit,5
enrich,5
fantasy,5
accidents,5
groves,5
washed,5
ugly,5
vast,5
paltry,5
spider,5
shirt,5
nephew,5
rheum,5
amaze,5
wave,5
undertaking,5
brawl,5
pretence,5
thereupon,5
derision,5
dutchman,5
woodcock,5
sequent,5
dreaming,5
treachery,5
division,5
succeed,5
tenderness,5
betake,5
longs,5
deaths,5
madmen,5
parcel,5
impeach,5
robert,5
lastly,5
appointment,5
adding,5
contend,5
stopp,5
admittance,5
abject,5
convince,5
dart,5
entreated,5
darkly,5
pursues,5
spaniard,5
expected,5
corse,5
civility,5
crept,5
fold,5
rivals,5
future,5
believ,5
battery,5
awe,5
bespeak,5
bills,5
challenged,5
truant,5
mistresses,5
brine,5
extort,5
howsoever,5
crystal,5
rated,5
knots,5
brace,5
tinker,5
gladly,5
sights,5
offering,5
worser,5
ghost,5
detain,5
cordial,5
offered,5
holiday,5
divinity,5
prop,5
moving,5
sinful,5
author,5
masque,5
dirt,5
require,5
verity,5
mingled,5
feasts,5
beauties,5
disfigure,5
violets,5
travail,5
lazy,5
sports,5
during,5
strings,5
deserved,5
thankfully,5
wanting,5
overthrown,5
haven,5
rais,5
errors,5
tartar,5
jig,5
substitute,5
purchased,5
decree,5
ache,5
needle,5
nightingale,5
lustre,5
forsake,5
cutting,5
stomachs,5
humorous,5
bran,5
ari,5
lingering,5
blossom,4
sighing,4
wight,4
prate,4
drab,4
tribe,4
priz,4
tired,4
weapon,4
footman,4
argosy,4
mi,4
stature,4
b,4
sullen,4
phrases,4
cipher,4
valu,4
cope,4
hogshead,4
pythagoras,4
woful,4
ilium,4
swiftly,4
wantonness,4
patron,4
picked,4
preposterous,4
thicket,4
male,4
boughs,4
arguments,4
surpris,4
wive,4
hack,4
gratis,4
thrifty,4
particulars,4
pageants,4
vit,4
summon,4
sergeant,4
sol,4
denying,4
fairs,4
walked,4
saving,4
confederates,4
scout,4
interrupt,4
credo,4
haud,4
sealed,4
antony,4
corner,4
currish,4
homeward,4
gardon,4
affords,4
hurried,4
carve,4
doe,4
barks,4
winters,4
excel,4
negligent,4
hermit,4
hoop,4
pless,4
venom,4
overtake,4
brawling,4
volumes,4
mate,4
quote,4
smart,4
varnish,4
linger,4
bondman,4
antick,4
excrement,4
sawest,4
cheerly,4
genius,4
fatal,4
obscure,4
damnation,4
earnestly,4
masked,4
philosopher,4
cheat,4
plantain,4
offers,4
blushing,4
plainness,4
skull,4
pranks,4
dangers,4
carrying,4
circle,4
eggs,4
gild,4
admire,4
fe,4
goblins,4
quis,4
tarried,4
authors,4
revel,4
mounted,4
travellers,4
instances,4
wrangle,4
brat,4
eel,4
coach,4
ben,4
hart,4
bravery,4
sayings,4
uttermost,4
brew,4
poesy,4
basest,4
spectacles,4
stumble,4
crossed,4
indies,4
holly,4
graze,4
curate,4
betters,4
almighty,4
doricles,4
licence,4
ebb,4
rams,4
rises,4
cow,4
phrygian,4
margery,4
sconce,4
venerable,4
papers,4
pig,4
et,4
embraces,4
swoons,4
spain,4
seb,4
unruly,4
reliev,4
perfume,4
corruption,4
benedictus,4
abode,4
inside,4
inhabits,4
bedfellow,4
mannerly,4
whiteness,4
arch,4
proudest,4
reft,4
load,4
cheap,4
usage,4
appeared,4
bending,4
follower,4
diligent,4
constantly,4
luke,4
allied,4
wheels,4
expos,4
chambers,4
dedicate,4
cram,4
trespass,4
earned,4
boil,4
laced,4
somebody,4
massy,4
infirmities,4
rages,4
coffers,4
meg,4
forestall,4
halting,4
decay,4
however,4
horrible,4
imprimis,4
contains,4
sow,4
nicholas,4
calumny,4
triumphs,4
importance,4
ooze,4
rudeness,4
redemption,4
soud,4
priests,4
worldly,4
clothe,4
noon,4
surly,4
imagin,4
planets,4
stirs,4
planet,4
hasty,4
forc,4
thanked,4
drug,4
obstruction,4
rivers,4
roots,4
haberdasher,4
forces,4
devilish,4
proceeded,4
pupil,4
catches,4
intends,4
mingle,4
recorded,4
grandfather,4
assail,4
sinn,4
borrows,4
fishes,4
ensuing,4
harder,4
firmly,4
ambassador,4
discontent,4
canker,4
tables,4
control,4
hypocrite,4
wring,4
increasing,4
mischance,4
emulous,4
profane,4
scraps,4
hearty,4
gap,4
varrius,4
ensues,4
palate,4
blench,4
ruled,4
receiving,4
climate,4
serviceable,4
adultery,4
tapestry,4
oppose,4
depending,4
lewd,4
claribel,4
bethought,4
bounteous,4
pestilence,4
feats,4
reproach,4
discipline,4
invited,4
engine,4
gains,4
vulcan,4
surges,4
lud,4
crooked,4
yesternight,4
mesenger,4
confounds,4
proceedings,4
jay,4
dishonesty,4
wooer,4
forgiveness,4
crafty,4
guts,4
issues,4
bonny,4
nonny,4
bode,4
element,4
stalk,4
displeas,4
forced,4
smelt,4
borrowed,4
ecstasy,4
kissed,4
tickling,4
te,4
harpy,4
springs,4
customers,4
steeds,4
travelling,4
hastily,4
jester,4
fingering,4
willow,4
advised,4
garland,4
usurer,4
stare,4
testify,4
manifested,4
scold,4
arras,4
conceiving,4
thaw,4
rous,4
euriphile,4
conception,4
distinguish,4
swelling,4
handkerchief,4
od,4
afflict,4
ewer,4
loins,4
alehouse,4
dash,4
unwholesome,4
covering,4
guides,4
attribute,4
trib,4
spies,4
probation,4
robbed,4
harmless,4
eton,4
sisterhood,4
conspiracy,4
thirsty,4
seiz,4
career,4
relief,4
importun,4
balm,4
leander,4
hook,4
wounding,4
peerless,4
entreaty,4
tellus,4
lasting,4
functions,4
amain,4
objects,4
enforc,4
merited,4
smells,4
raiment,4
nursing,4
damask,4
talks,4
hag,4
worthily,4
covered,4
courtship,4
unlock,4
admired,4
russian,4
provision,4
checks,4
plants,4
abuses,4
castle,4
feeds,4
cured,4
devised,4
waits,4
frogmore,4
possibly,4
refresh,4
clapp,4
ambles,4
affects,4
punished,4
continual,4
blister,4
household,4
plac,4
chides,4
savour,4
utters,4
avaunt,4
assembly,4
vicar,4
martext,4
protestation,4
ordinary,4
goats,4
cases,4
twin,4
frozen,4
enrolled,4
bleat,4
cog,4
stops,4
